"","N_EDIFICIOS_CLASSICOS","N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ","N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS","N_EDIFICIOS_EXCLUSIV_RESID","N_EDIFICIOS_1_OU_2_PISOS","N_EDIFICIOS_3_OU_MAIS_PISOS","N_EDIFICIOS_CONSTR_ANTES_1945","N_EDIFICIOS_CONSTR_1946_1980","N_EDIFICIOS_CONSTR_1981_2000","N_EDIFICIOS_CONSTR_2001_2010","N_EDIFICIOS_CONSTR_2011_2021","N_EDIFICIOS_COM_NECESSIDADES_REPARACAO","N_ALOJAMENTOS_TOTAL","N_ALOJAMENTOS_FAMILIARES","N_ALOJAMENTOS_FAM_CLASS_RHABITUAL","N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA","N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS","N_RHABITUAL_COM_ESTACIONAMENTO","N_RHABITUAL_PROP_OCUP","N_RHABITUAL_ARRENDADOS","N_AGREGADOS_DOMESTICOS_PRIVADOS","N_ADP_1_OU_2_PESSOAS","N_ADP_3_OU_MAIS_PESSOAS","N_NUCLEOS_FAMILIARES","N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25","N_INDIVIDUOS","N_INDIVIDUOS_H","N_INDIVIDUOS_M","N_INDIVIDUOS_0_14","N_INDIVIDUOS_15_24","N_INDIVIDUOS_25_64","N_INDIVIDUOS_65_OU_MAIS","postal_code"
"179",15,1,14,12,0,15,7,8,0,0,0,11,108,108,55,53,2,1,18,31,55,41,14,23,12,114,48,66,12,14,71,17,"1150-016"
"180",9,1,8,8,1,8,5,1,1,2,0,3,42,42,32,10,5,4,9,20,32,22,10,16,7,76,39,37,8,8,42,18,"1000-040"
"181",39,28,11,39,32,7,28,6,0,2,3,3,123,123,94,29,6,2,44,42,94,68,26,51,22,187,88,99,17,16,103,51,"1900-311"
"182",10,0,10,8,0,10,6,2,0,1,1,1,93,93,49,44,18,26,28,16,49,32,17,30,17,111,59,52,25,5,61,20,"1069-146"
"183",4,0,4,4,0,4,0,0,0,4,0,0,84,84,57,27,55,57,39,13,57,41,16,34,16,124,68,56,29,3,61,31,NA
"184",30,2,28,25,3,27,9,19,1,1,0,6,220,220,161,59,5,17,65,86,161,107,54,84,44,354,179,175,39,30,215,70,"1000-046"
"185",19,3,16,18,1,18,12,5,2,0,0,6,151,151,103,48,7,3,46,50,103,79,24,47,16,206,92,114,14,22,118,52,"1000-047"
"186",7,6,1,7,7,0,7,0,0,0,0,6,10,10,6,4,4,0,0,5,6,4,2,4,2,13,4,9,3,3,3,4,"1900-107"
"187",4,1,3,4,2,2,2,2,0,0,0,2,18,18,9,9,0,0,1,8,9,6,3,6,2,20,13,7,2,3,9,6,"1900-278"
"188",4,0,4,3,0,4,1,3,0,0,0,1,35,35,23,12,2,0,2,19,23,13,10,17,10,61,31,30,8,12,33,8,"1050-251"
"189",16,8,8,16,11,5,14,1,0,1,0,6,53,53,40,13,1,1,16,24,40,28,12,22,13,85,38,47,11,10,48,16,"1900-278"
"190",37,37,0,37,32,5,0,25,12,0,0,7,37,37,33,4,11,18,31,1,33,18,15,25,11,81,35,46,9,7,39,26,"1500-303"
"191",9,0,9,9,0,9,0,9,0,0,0,9,145,145,111,34,54,12,67,25,111,70,41,70,39,260,118,142,35,34,131,60,"1700-173"
"192",17,0,17,12,0,17,0,16,0,1,0,2,395,395,339,56,146,188,268,37,339,240,99,218,89,732,319,413,89,71,304,268,"1500"
"193",6,1,5,6,1,5,0,6,0,0,0,2,52,52,31,21,4,2,17,12,31,22,9,18,6,63,25,38,6,6,30,21,"1950-266"
"194",25,2,19,19,1,24,10,15,0,0,0,17,188,184,152,32,3,13,71,66,153,93,60,97,54,429,173,256,55,51,180,143,"1700-159"
"195",13,10,2,13,7,6,7,3,2,0,1,7,62,61,30,31,8,12,11,15,30,21,9,11,9,78,37,41,9,22,40,7,"1549-004"
"196",16,0,16,9,0,16,0,16,0,0,0,6,285,285,216,69,74,4,162,37,216,128,88,142,83,533,247,286,86,68,236,143,"1700"
"197",44,1,43,35,0,44,1,38,1,4,0,3,513,513,376,137,65,111,190,149,376,270,106,211,102,770,347,423,104,58,429,179,"1500-040"
"198",21,21,0,21,19,2,0,11,10,0,0,2,21,21,18,3,3,14,15,3,18,4,14,16,10,62,31,31,5,11,35,11,"1500-310"
"199",48,3,43,39,3,45,0,48,0,0,0,2,509,507,418,89,67,87,169,214,418,285,133,237,122,920,401,519,152,75,486,207,"1700-342"
"200",25,0,25,13,0,25,0,24,0,1,0,0,474,474,388,86,79,34,93,265,388,288,100,185,82,763,335,428,66,84,413,200,"1700-348"
"201",12,8,4,12,8,4,0,8,0,4,0,7,120,120,101,19,95,97,75,22,101,56,45,67,47,234,113,121,48,22,151,13,"1950-266"
"202",36,30,6,35,28,8,0,30,6,0,0,5,100,100,77,23,10,24,38,30,77,62,15,32,13,151,67,84,14,18,80,39,"1500-310"
"203",29,2,27,24,2,27,1,1,1,26,0,2,433,433,359,74,338,356,273,69,359,163,196,289,188,1022,507,515,198,159,541,124,"1500-473"
"204",27,27,0,27,27,0,0,27,0,0,0,7,27,27,22,5,3,9,21,0,22,9,13,21,12,65,27,38,14,6,34,11,"1500-599"
"205",3,0,3,2,0,3,0,0,0,3,0,0,175,175,143,32,133,140,96,36,143,86,57,88,58,339,157,182,69,31,226,13,"1950-442"
"206",22,22,0,22,22,0,0,22,0,0,0,2,22,22,17,5,7,12,15,1,17,10,7,15,6,48,24,24,8,6,21,13,"1500-310"
"207",23,2,21,21,3,20,4,7,10,2,0,7,310,310,234,76,91,137,167,42,234,160,74,142,62,502,231,271,49,54,253,146,"1600-160"
"208",21,21,0,21,21,0,0,20,1,0,0,2,21,21,21,0,6,1,15,4,21,12,9,13,6,52,25,27,5,4,30,13,"1950-299"
"209",24,24,0,24,24,0,0,24,0,0,0,7,24,24,17,7,8,10,16,1,17,7,10,16,10,59,27,32,15,8,23,13,"1500-599"
"210",19,0,19,17,0,19,0,17,2,0,0,0,302,302,250,52,49,86,175,58,250,171,79,157,66,517,224,293,65,32,254,166,"1950-449"
"211",29,0,27,24,0,29,4,24,1,0,0,7,254,253,190,63,11,10,64,100,191,146,45,97,41,388,193,195,38,36,221,93,"1000-046"
"212",28,1,27,25,0,28,0,18,10,0,0,3,180,180,132,48,9,16,63,61,132,88,44,61,27,300,148,152,24,37,176,63,"1000-098"
"213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1069-452"
"214",19,1,18,15,1,18,1,12,0,6,0,3,119,119,88,31,13,10,37,43,88,61,27,49,30,189,95,94,24,28,110,27,"1050-082"
"215",53,6,47,50,7,46,38,11,2,1,1,34,260,260,180,80,9,3,64,102,180,138,42,101,39,360,156,204,47,27,204,82,"1900-462"
"216",8,8,0,8,8,0,0,3,0,0,5,0,8,8,8,0,5,1,0,8,8,2,6,8,4,25,13,12,0,6,16,3,"1500-524"
"217",24,4,19,20,4,20,1,17,4,2,0,11,125,124,96,28,3,2,40,48,96,63,33,51,26,219,95,124,27,20,123,49,"1000-098"
"218",30,3,27,26,5,25,19,9,2,0,0,19,143,143,107,36,3,2,29,71,107,85,22,55,22,224,100,124,23,17,144,40,"1900-458"
"219",3,0,3,2,0,3,0,1,0,2,0,1,46,46,24,22,16,17,13,10,24,17,7,16,6,55,26,29,4,10,31,10,"1050-180"
"220",6,0,6,3,0,6,0,6,0,0,0,1,66,66,51,15,3,11,29,17,51,28,23,33,20,130,63,67,18,22,63,27,"1050-228"
"221",43,4,38,36,8,35,19,20,3,1,0,4,307,306,230,76,11,5,104,107,231,158,73,118,56,488,228,260,46,67,280,95,"1900-024"
"222",11,0,11,7,0,11,0,11,0,0,0,0,163,163,137,26,15,12,83,41,137,100,37,84,32,283,125,158,30,22,132,99,"1500-004"
"223",27,0,27,25,0,27,0,25,2,0,0,21,575,575,463,112,105,102,279,145,463,364,99,259,86,901,393,508,90,57,411,343,"1500-337"
"224",15,0,15,11,0,15,0,15,0,0,0,2,190,190,138,52,21,51,104,25,138,86,52,97,41,326,163,163,50,23,175,78,"1700-010"
"225",15,15,0,15,2,13,0,15,0,0,0,0,16,16,14,2,5,14,11,1,14,6,8,14,7,51,26,25,12,10,19,10,"1700-194"
"226",18,0,18,15,0,18,2,15,1,0,0,2,167,167,129,38,14,16,70,55,129,99,30,72,34,252,99,153,27,19,142,64,"1500-004"
"227",4,0,4,4,0,4,0,0,0,4,0,0,91,91,74,17,69,74,66,6,74,46,28,45,30,174,77,97,35,17,109,13,"1500-359"
"228",23,8,14,20,4,19,9,13,0,0,1,10,105,105,76,29,3,1,28,47,76,55,21,44,20,161,65,96,16,23,90,32,"1500-108"
"229",20,0,20,19,0,20,0,20,0,0,0,2,133,133,98,35,3,0,67,18,98,68,30,50,26,197,87,110,30,16,111,40,"1700-012"
"230",16,0,16,14,0,16,2,14,0,0,0,9,196,196,163,33,13,11,73,78,163,110,53,95,46,341,135,206,37,43,153,108,"1500-357"
"231",41,23,18,37,26,15,11,25,4,1,0,7,197,197,159,38,19,55,90,59,159,114,45,95,34,325,139,186,33,21,158,113,"1500-107"
"232",11,2,8,10,1,10,4,7,0,0,0,4,74,74,54,20,1,0,11,39,54,45,9,25,8,100,46,54,12,1,50,37,"1500-267"
"233",25,5,20,15,4,21,25,0,0,0,0,20,92,92,57,35,1,0,6,47,57,53,4,31,6,96,40,56,5,7,50,34,"1100-487"
"234",14,2,12,8,2,12,14,0,0,0,0,2,56,56,34,22,3,0,8,24,34,25,9,15,9,72,35,37,6,11,40,15,"1100-287"
"235",13,4,9,12,3,10,3,7,2,1,0,9,152,152,115,37,23,3,16,91,115,53,62,85,54,308,142,166,78,31,149,50,"1300-253"
"236",3,0,3,1,0,3,1,0,0,2,0,3,13,13,10,3,1,0,2,7,10,7,3,8,2,24,15,9,1,2,19,2,"1100-232"
"237",38,38,0,38,38,0,0,38,0,0,0,0,38,38,11,27,0,0,0,11,11,7,4,4,3,22,7,15,4,0,7,11,"1349-016"
"238",6,0,6,6,0,6,0,2,0,3,1,0,186,186,120,66,82,107,89,23,120,64,56,92,55,315,150,165,55,38,168,54,"1400-081"
"239",41,2,38,30,2,39,40,1,0,0,0,13,174,173,104,69,4,4,29,71,104,77,27,58,22,271,162,109,25,17,191,38,"1200-321"
"240",21,6,15,21,4,17,10,10,1,0,0,11,93,93,64,29,16,9,21,36,64,41,23,36,20,152,71,81,29,18,78,27,"1200-622"
"241",13,2,11,10,5,8,13,0,0,0,0,9,52,52,42,10,2,0,9,28,42,36,6,15,6,66,31,35,3,3,38,22,NA
"242",3,1,2,1,0,3,3,0,0,0,0,0,12,12,6,6,1,3,3,3,6,5,1,4,1,13,8,5,1,1,7,4,"1200-301"
"243",22,13,9,22,16,6,22,0,0,0,0,9,53,53,32,21,8,10,7,24,32,23,9,24,9,72,35,37,6,11,35,20,"1300-340"
"244",8,8,0,8,8,0,0,8,0,0,0,1,8,8,7,1,4,6,7,0,7,4,3,5,2,17,8,9,0,4,11,2,"1400-140"
"245",14,8,6,12,2,12,11,0,0,3,0,6,33,33,29,4,6,10,10,17,29,17,12,21,14,82,31,51,22,10,43,7,"1300-340"
"246",23,22,1,23,4,19,0,22,1,0,0,2,25,25,19,6,6,16,15,4,19,9,10,16,8,63,33,30,6,18,28,11,"1400-021"
"247",9,3,6,7,3,6,3,6,0,0,0,1,43,43,32,11,5,15,18,10,32,23,9,17,10,70,31,39,14,8,24,24,"1200-786"
"248",8,0,8,6,0,8,0,0,0,8,0,8,164,164,140,24,133,140,101,29,140,82,58,88,59,331,159,172,67,40,190,34,"1300-610"
"249",1,0,1,1,0,1,1,0,0,0,0,1,7,7,2,5,0,0,0,2,2,1,1,2,0,5,2,3,0,0,5,0,"1300-610"
"250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1399-036"
"251",13,5,8,11,2,11,3,7,3,0,0,1,37,37,21,16,2,2,8,11,21,17,4,5,3,33,14,19,4,2,17,10,"1200-742"
"252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1200-479"
"253",24,20,4,23,20,4,0,0,24,0,0,10,55,55,42,13,13,16,34,7,42,27,15,20,9,89,36,53,16,4,39,30,"1400-293"
"254",4,0,4,4,0,4,0,4,0,0,0,0,50,50,44,6,16,0,19,19,44,34,10,25,12,90,41,49,13,8,37,32,"1400-191"
"255",21,13,8,20,12,9,11,6,1,1,2,5,57,57,41,16,4,7,21,17,41,35,6,16,6,73,30,43,7,7,41,18,"1350-027"
"256",11,1,10,11,3,8,6,5,0,0,0,7,84,84,64,20,3,1,35,26,64,43,21,33,21,136,65,71,21,14,71,30,"1350-353"
"257",7,0,7,7,0,7,7,0,0,0,0,5,31,31,25,6,1,1,18,6,25,13,12,15,10,70,41,29,10,10,43,7,"1300-611"
"258",4,0,4,3,1,3,2,0,0,2,0,1,17,17,11,6,4,6,9,1,11,6,5,6,3,25,11,14,4,2,14,5,"1200-690"
"259",14,7,7,14,7,7,6,3,0,2,3,8,60,60,48,12,5,3,20,23,48,32,16,29,16,108,48,60,17,12,60,19,"1300-325"
"260",21,3,18,19,4,17,10,11,0,0,0,5,128,128,97,31,8,3,25,63,97,73,24,51,21,198,94,104,24,17,115,42,"1200-745"
"261",16,0,16,15,0,16,9,5,1,0,1,0,135,135,117,18,3,5,43,67,117,89,28,65,27,232,107,125,28,21,112,71,"1300-375"
"262",31,30,1,31,2,29,1,28,0,2,0,0,33,33,28,5,9,27,23,2,28,10,18,28,16,95,40,55,14,20,41,20,"1400-315"
"263",11,0,11,8,0,11,0,11,0,0,0,11,139,139,107,32,9,1,61,36,107,86,21,61,18,202,89,113,15,9,90,88,"1300-481"
"264",13,11,2,13,11,2,6,6,1,0,0,5,21,21,11,10,0,0,3,5,11,8,3,6,3,24,11,13,3,3,14,4,"1400-191"
"265",19,10,9,16,9,10,12,4,0,2,1,5,43,43,23,20,3,0,6,15,23,17,6,14,6,48,24,24,6,6,31,5,"1300-008"
"266",18,6,12,14,5,13,10,8,0,0,0,15,81,81,43,38,1,2,27,11,43,25,18,30,18,104,43,61,14,12,60,18,"1249-017"
"267",18,12,6,18,14,4,13,3,0,2,0,8,39,39,30,9,3,2,18,10,30,20,10,19,9,67,30,37,9,8,40,10,"1300-996"
"268",8,5,3,8,7,1,7,0,1,0,0,3,16,16,9,7,0,1,5,4,9,8,1,4,1,15,7,8,2,0,9,4,"1300-996"
"269",10,7,3,8,4,6,9,0,1,0,0,7,20,20,12,8,1,1,5,4,12,11,1,5,1,18,9,9,1,0,12,5,"1249-017"
"270",13,12,1,13,11,2,11,0,0,2,0,8,18,18,13,5,2,0,3,8,13,9,4,8,2,27,12,15,2,2,17,6,"1300-996"
"271",9,0,9,6,0,9,0,9,0,0,0,2,78,78,69,9,8,0,26,40,69,51,18,45,18,149,63,86,22,14,76,37,"1300-375"
"272",16,15,1,16,0,16,0,12,3,1,0,6,19,19,9,10,5,9,9,0,9,4,5,10,2,27,13,14,1,2,11,13,"1400-293"
"273",22,22,0,22,3,19,0,20,0,2,0,3,22,22,14,8,6,13,14,0,14,8,6,11,7,45,20,25,14,5,16,10,"1400-293"
"274",5,0,5,5,0,5,0,5,0,0,0,1,40,40,32,8,1,0,6,24,32,22,10,15,8,63,30,33,9,3,42,9,"1300-375"
"275",53,5,48,48,6,47,19,9,18,7,0,6,388,388,324,64,165,191,198,98,324,188,136,222,136,800,372,428,147,97,407,149,"1300-375"
"276",11,2,9,10,0,11,1,10,0,0,0,4,82,82,51,31,1,1,13,36,51,40,11,25,11,93,41,52,11,4,50,28,"1400-077"
"277",2,1,1,2,2,0,2,0,0,0,0,1,7,7,6,1,2,1,2,0,6,6,0,2,0,8,5,3,0,0,5,3,"1349-040"
"278",11,0,11,9,0,11,6,3,2,0,0,5,115,115,91,24,8,8,31,57,91,72,19,49,15,171,69,102,13,11,84,63,"1300-551"
"279",77,7,70,69,5,72,51,24,2,0,0,14,510,510,379,131,30,36,159,191,379,273,106,209,99,808,384,424,82,80,511,135,"1170-122"
"280",24,23,1,24,22,2,0,22,0,2,0,16,28,28,18,10,6,0,10,8,18,11,7,10,4,38,18,20,6,4,15,13,"1070-221"
"281",5,0,5,3,0,5,1,0,4,0,0,1,65,65,55,10,45,47,24,21,55,36,19,38,19,133,59,74,24,19,60,30,"1250-251"
"282",16,0,16,15,0,16,12,4,0,0,0,3,112,112,95,17,2,0,29,60,95,65,30,54,24,205,92,113,22,19,130,34,"1170-185"
"283",34,3,30,29,0,34,24,9,0,0,1,7,240,239,184,54,48,34,56,115,185,125,60,95,52,411,196,215,64,30,237,80,"1199-011"
"284",37,6,29,33,7,30,24,10,2,1,0,11,291,290,207,83,27,50,88,102,207,144,63,114,51,464,192,272,39,45,237,143,"1070-026"
"285",10,1,9,6,0,10,2,7,1,0,0,0,67,67,42,25,1,2,19,22,42,29,13,25,12,94,44,50,11,9,63,11,"1150-105"
"286",24,0,23,13,1,23,19,5,0,0,0,1,153,152,106,46,7,9,47,50,106,75,31,53,18,235,121,114,24,18,143,50,"1150-159"
"287",13,5,8,13,3,10,0,13,0,0,0,6,66,66,50,16,2,2,12,35,50,39,11,17,9,88,39,49,9,6,57,16,"1070-176"
"288",13,2,11,10,1,12,3,8,1,0,1,5,114,114,78,36,13,12,24,48,78,59,19,39,13,160,72,88,11,17,111,21,"1150-213"
"289",1,0,1,1,0,1,1,0,0,0,0,1,5,5,2,3,1,0,0,2,2,0,2,3,3,22,16,6,1,2,14,5,"1070-037"
"290",7,1,6,4,1,6,2,5,0,0,0,1,46,46,32,14,8,7,10,19,32,22,10,22,9,76,38,38,17,4,39,16,"1070-292"
"291",11,0,11,11,0,11,0,11,0,0,0,4,98,98,73,25,2,0,16,55,73,55,18,40,13,142,65,77,12,7,91,32,"1900-104"
"292",17,0,17,15,0,17,11,6,0,0,0,0,165,165,123,42,10,10,35,83,123,80,43,65,32,284,137,147,33,29,165,57,"1150-101"
"293",21,0,21,19,0,21,17,4,0,0,0,1,174,174,140,34,17,2,41,90,140,108,32,68,27,291,146,145,29,25,179,58,"1170-163"
"294",8,0,8,6,0,8,4,4,0,0,0,0,49,49,39,10,8,2,21,15,39,24,15,21,6,96,52,44,8,14,57,17,"1150-020"
"295",34,4,30,22,9,25,5,27,2,0,0,9,335,335,246,89,47,20,111,120,246,171,75,156,71,527,233,294,69,38,275,145,"1900-048"
"296",9,1,8,9,1,8,5,2,0,2,0,1,62,62,41,21,7,9,13,25,41,26,15,20,10,96,43,53,17,11,52,16,"1150-054"
"297",11,1,10,11,3,8,5,6,0,0,0,2,226,226,161,63,89,1,49,106,163,106,57,104,49,361,163,198,39,37,191,94,"1170-009"
"298",16,0,16,15,0,16,0,16,0,0,0,2,255,255,213,42,126,5,52,155,213,138,75,153,50,494,224,270,38,57,216,183,"1170-139"
"299",5,1,4,2,0,5,2,3,0,0,0,1,38,38,28,10,5,0,7,20,28,22,6,8,3,49,23,26,5,3,36,5,"1050-096"
"300",15,1,12,9,0,15,6,9,0,0,0,12,142,140,111,29,28,4,91,13,111,54,57,81,45,339,144,195,39,45,144,111,"1070-051"
"301",15,2,13,11,0,15,7,4,0,0,4,0,167,167,92,75,36,41,34,51,92,77,15,43,15,169,94,75,14,9,106,40,"1050-092"
"302",55,53,1,55,54,1,0,44,3,5,3,7,63,62,58,4,21,48,51,3,58,31,27,46,25,168,79,89,31,16,77,44,"1070-079"
"303",20,0,20,16,0,20,11,9,0,0,0,1,154,154,117,37,4,4,50,58,117,83,34,57,20,246,121,125,22,19,155,50,"1170-397"
"304",24,1,20,22,0,24,5,19,0,0,0,3,207,204,155,49,9,11,64,78,159,100,59,100,48,407,213,194,43,35,254,75,"1150-019"
"305",12,12,0,12,12,0,4,6,1,1,0,0,13,13,13,0,5,10,11,1,13,7,6,8,6,30,16,14,5,6,16,3,"1070-079"
"306",5,0,5,4,0,5,0,4,1,0,0,1,105,105,81,24,0,0,37,34,81,70,11,34,8,141,54,87,8,6,89,38,"1070"
"307",9,1,7,6,0,9,6,3,0,0,0,2,46,45,28,17,1,0,9,17,28,24,4,12,2,106,58,48,1,3,52,50,"1050-085"
"308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1069-310"
"309",3,1,2,1,0,3,1,2,0,0,0,0,18,18,14,4,3,1,0,13,14,13,1,5,1,20,11,9,0,1,15,4,"1200-149"
"310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1200-376"
"311",11,10,1,11,7,4,1,9,0,1,0,3,13,13,9,4,4,3,9,0,9,5,4,8,3,24,11,13,1,4,9,10,"1349-016"
"312",24,9,15,24,12,12,16,5,0,2,1,15,103,103,69,34,3,0,29,36,69,48,21,49,13,149,67,82,14,9,68,58,"1300-118"
"313",8,3,5,7,0,8,6,2,0,0,0,1,25,25,8,17,0,0,1,7,8,8,0,3,1,11,7,4,0,1,4,6,"1200-284"
"314",45,17,28,45,14,31,15,27,2,0,1,10,224,224,160,64,7,3,58,96,160,128,32,80,29,295,121,174,29,14,159,93,"1300-104"
"315",22,9,13,21,10,12,6,7,0,1,8,10,83,83,40,43,23,25,27,10,40,28,12,21,13,88,43,45,23,6,49,10,"1300-006"
"316",16,8,8,16,8,8,6,8,1,0,1,3,68,68,45,23,4,1,10,33,45,38,7,19,7,76,32,44,9,5,35,27,"1300-104"
"317",61,36,24,60,41,20,4,48,5,0,4,22,238,237,175,62,42,68,96,66,175,128,47,90,46,375,182,193,37,40,197,101,"1300-481"
"318",36,29,7,35,27,9,26,4,1,1,4,13,84,84,69,15,7,7,34,30,69,50,19,34,16,134,58,76,20,7,78,29,"1400-077"
"319",27,10,17,26,6,21,19,5,2,1,0,11,98,98,61,37,7,11,18,42,61,47,14,37,10,120,56,64,7,11,66,36,"1300-481"
"320",44,24,20,43,21,23,23,14,0,6,1,1,155,155,102,53,9,6,47,49,102,82,20,53,23,187,77,110,20,11,100,56,"1300-375"
"321",24,12,12,23,10,14,1,18,0,4,1,7,118,118,93,25,40,40,64,24,93,63,30,58,26,199,99,100,19,22,101,57,"1400-077"
"322",2,2,0,2,2,0,0,0,0,2,0,0,4,4,2,0,0,0,2,0,4,4,0,1,0,5,4,1,0,0,4,1,"1399-049"
"323",6,1,5,6,1,5,4,2,0,0,0,4,33,33,25,8,0,0,8,15,25,22,3,8,2,36,13,23,1,4,16,15,"1300-481"
"324",22,8,14,19,8,14,3,15,3,1,0,8,132,132,91,41,4,10,26,57,91,71,20,47,17,165,78,87,13,11,77,64,"1400-212"
"325",12,12,0,12,12,0,8,3,1,0,0,2,12,12,9,3,6,6,7,0,9,5,4,8,4,22,13,9,4,2,8,8,"1400-077"
"326",26,4,22,19,6,20,14,12,0,0,0,13,182,182,129,53,23,24,50,73,129,97,32,67,27,256,118,138,25,21,157,53,"1300-001"
"327",21,4,17,20,4,17,6,12,1,0,2,3,125,125,99,26,6,7,40,53,99,86,13,45,15,167,65,102,12,6,91,58,"1300-402"
"328",8,8,0,8,8,0,1,7,0,0,0,0,8,8,7,1,2,5,4,2,7,2,5,6,5,24,11,13,5,7,9,3,"1400"
"329",18,18,0,18,18,0,6,12,0,0,0,3,19,19,13,6,0,4,10,1,13,9,4,6,3,26,11,15,4,1,11,10,"1400-210"
"330",1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1449-039"
"331",17,0,17,8,0,17,4,5,0,7,1,6,100,100,76,24,21,26,35,32,76,44,32,53,33,185,88,97,44,17,96,28,"1400-146"
"332",10,10,0,10,10,0,0,9,0,1,0,1,10,10,10,0,3,8,8,1,10,3,7,9,7,37,18,19,9,8,15,5,"1400-113"
"333",10,10,0,10,7,3,0,9,1,0,0,2,10,10,9,1,1,4,8,1,9,6,3,8,3,24,10,14,2,5,9,8,"1400-139"
"334",24,23,1,24,13,11,0,18,1,5,0,14,27,27,21,6,8,11,16,1,21,10,11,19,10,67,33,34,16,10,28,13,"1400-139"
"335",17,1,16,16,1,16,11,5,0,1,0,15,115,115,81,34,4,15,37,39,81,60,21,44,21,165,82,83,16,18,96,35,"1300-095"
"336",10,10,0,10,9,1,0,10,0,0,0,3,10,10,7,3,3,4,6,0,7,5,2,5,1,16,7,9,2,1,5,8,"1400-128"
"337",5,1,4,4,1,4,1,2,0,0,2,0,24,24,19,5,6,12,9,10,19,5,14,17,14,60,32,28,19,7,30,4,"1300-342"
"338",29,29,0,29,23,6,4,20,3,1,1,2,29,29,24,5,7,10,22,0,24,14,10,12,9,55,26,29,7,7,24,17,"1400-210"
"339",18,15,3,17,7,11,5,12,0,1,0,3,23,23,15,8,3,14,12,0,15,6,9,12,9,47,26,21,7,12,19,9,"1400-085"
"340",11,11,0,11,6,5,0,11,0,0,0,1,12,12,10,2,4,5,9,0,10,6,4,8,3,26,12,14,3,3,12,8,"1400-139"
"341",10,10,0,10,6,4,0,10,0,0,0,7,10,10,6,4,1,3,6,0,6,2,4,4,4,19,11,8,4,5,8,2,"1400-128"
"342",20,20,0,20,16,4,0,20,0,0,0,1,23,23,20,3,12,16,18,0,20,7,13,15,11,63,31,32,10,13,32,8,"1449-039"
"343",13,4,9,13,4,9,13,0,0,0,0,7,46,46,39,7,6,2,20,18,39,26,13,26,15,86,34,52,18,4,42,22,"1300-006"
"344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1300-343"
"345",9,5,0,9,2,7,3,5,1,0,0,0,9,5,4,1,1,4,4,0,4,2,2,4,2,58,36,22,4,2,32,20,"1400-126"
"346",29,0,29,25,0,29,4,25,0,0,0,21,182,182,133,49,5,0,56,67,133,104,29,70,33,258,115,143,36,15,174,33,"1300-096"
"347",18,0,18,17,0,18,0,16,0,2,0,9,144,144,100,44,19,22,42,48,100,75,25,51,25,203,82,121,35,15,96,57,"1400-122"
"348",10,10,0,10,7,3,0,9,0,1,0,7,10,10,10,0,4,7,10,0,10,3,7,9,5,35,20,15,6,7,18,4,"1400-128"
"349",11,10,0,11,3,8,1,5,3,2,0,0,12,11,9,2,5,8,8,0,9,5,4,6,4,45,25,20,5,2,14,24,"1400-239"
"350",19,0,19,18,0,19,11,8,0,0,0,13,119,119,99,20,2,0,45,46,99,71,28,57,20,201,91,110,16,18,121,46,"1300-096"
"351",7,0,7,5,0,7,2,2,0,3,0,3,53,53,41,12,24,19,12,29,41,29,12,19,11,90,37,53,19,13,40,18,"1300-342"
"352",7,0,7,7,0,7,0,0,4,3,0,0,136,136,111,25,70,111,81,25,111,72,39,72,36,246,117,129,35,24,146,41,"1600-067"
"353",13,6,7,12,7,6,6,0,3,3,1,1,43,43,35,8,6,27,29,3,35,15,20,28,18,93,38,55,17,11,51,14,"1800-288"
"354",11,0,10,10,0,11,0,10,1,0,0,5,100,99,89,10,2,3,60,21,89,67,22,49,15,192,96,96,13,16,92,71,"1800-048"
"355",47,47,0,47,27,20,1,9,36,0,1,3,48,48,42,6,14,32,40,0,42,23,19,28,17,104,53,51,15,15,43,31,"1800-192"
"356",6,0,6,5,0,6,0,0,3,3,0,0,112,112,103,9,58,101,91,9,103,53,50,76,45,265,122,143,39,40,159,27,"1600-489"
